phrase 1	phrase 1 clean	phrase 2	phrase 2 clean	side to be replaced	SST replacement 1	SST replacement 2	SST replacement 3	SST replacement 4
a unique culture	a unique culture	that is presented with universal appeal	that is presented with universal appeal	right	that entertains even as it turns maddeningly predictable	that keeps people going in this crazy life	that resonates with profundity	that transcends language
their screen rapport	their screen rapport	makes the old story seem new	makes the old story seem new	left	a throwback war movie	the classic drama	his character's abundant humanism	the intricate preciseness
their screen rapport	their screen rapport	makes the old story seem new	makes the old story seem new	right	is meaningful or memorable	is lovely and lovable	is well done	is genial and decent
a syncopated style	a syncopated style	mimicking the work of his subjects	mimicking the work of his subjects	left	all the classic dramas	every emotional device	the reassuring manner	a fresh take
a syncopated style	a syncopated style	mimicking the work of his subjects	mimicking the work of his subjects	right	centered around a public bath house	is in the title	is still a detective story	buried beneath a spellbinding serpent's smirk
the momentary joys	the momentary joys	of pretty and weightless intellectual entertainment	of pretty and weightless intellectual entertainment	left	a supremely kittenish performance	the fierce grandeur	the movie's quiet affirmation	an original idea
the momentary joys	the momentary joys	of pretty and weightless intellectual entertainment	of pretty and weightless intellectual entertainment	right	of love and jealousy and sacrifice	of adapting to loss	of this calibre	of charisma and menace
the inner rhythms	the inner rhythms	of love and jealousy and sacrifice	of love and jealousy and sacrifice	left	the universal theme	the overall feeling	a delicate balance	the opulent lushness
the inner rhythms	the inner rhythms	of love and jealousy and sacrifice	of love and jealousy and sacrifice	right	of the victorious revolutionaries	of love and humility	of pretty and weightless intellectual entertainment	of the real deal
an independent film	an independent film	of satiric fire and emotional turmoil	of satiric fire and emotional turmoil	left	a serious drama	a sleek advert	a seriously intended movie	an especially poignant portrait
an independent film	an independent film	of satiric fire and emotional turmoil	of satiric fire and emotional turmoil	right	of human decency	of the real deal	of humor and technological finish	of brotherly conflict and reconciliation
only a document	only a document	of the worst possibilities of mankind	of the worst possibilities of mankind	left	the movie or the discussion	the film's plot	the kind of movie	an almost visceral sense
only a document	only a document	of the worst possibilities of mankind	of the worst possibilities of mankind	right	of emotional blandness	of critical overkill	of portraying the devastation of this disease	of inexcusable dumb innocence
the shocking conclusion	the shocking conclusion	is too much of a plunge	is too much of a plunge	left	this seductive tease	the immediate aftermath	the romantic urgency	its sensitive handling
the shocking conclusion	the shocking conclusion	is too much of a plunge	is too much of a plunge	right	makes a lick of sense	doesn't quite fit	makes piecing the story together frustrating difficult	is certainly not earthshaking
a final lap	a final lap	that 's all too suspiciously smooth	that's all too suspiciously smooth	left	the usual portrayal	the ultimate fate	the human story	typical documentary footage
a final lap	a final lap	that 's all too suspiciously smooth	that's all too suspiciously smooth	right	that perfectly illustrates the picture's moral schizophrenia	that curls at the edges	that's tough to shake	that detracts from its ending
Oscar caliber cast	Oscar caliber cast	does n't live up to material	doesn't live up to material	left	a promising young lad	a stunning lyrical work	a good video game movie	the best espionage picture
Oscar caliber cast	Oscar caliber cast	does n't live up to material	doesn't live up to material	right	turns out to be a cheap knockoff	doesn't quite fit	can also seem tedious	is certainly not earthshaking
a marching band	a marching band	that gets me where I live	that gets me where I live	left	the filmed reading	an opera movie	a teen movie	a blind man
a marching band	a marching band	that gets me where I live	that gets me where I live	right	that frustrates and captivates	that revels in its own simplicity	that tries to tell of the unspeakable	that earns its moments of pathos
